,playerName,nbSongs,score,nbSoloPoints
2391,Unsiph,3269,40,1.0
2392,UnstoppableSnail,84,8,0.0
2393,Unybun,85,1,0.0
2394,Unyx,15,0,0.0
2395,UrTypicalGuy,361,13,0.0
2396,UraduTsu,1274,13,0.0
2397,Urarakaaa,62,0,0.0
2398,UsadaPekora,122,17,0.0
2399,UselessDuck,85,61,0.0
2400,UserNamesR2H0ard,85,6,0.0
2401,Usika,446,7,0.0
2402,Uskighte,5471,35,0.0
2403,Uta_chan,85,3,0.0
2404,UwU_Bobe,2047,18,0.0
2405,UweDana,12,0,0.0
2406,VNinjAV,340,11,0.0
2407,VaIaNa,1084,33,0.0
2408,Vaalentin,74,3,0.0
2409,Vaeternum,953,11,0.0
2410,Vailurex,56,0,0.0
2411,ValZZu,72,0,0.0
2412,Valarux,85,0,0.0
2413,ValeDuodecem,85,9,0.0
2414,Vali10,2589,12,0.0
2415,Valik,53,1,0.0
2416,Valkriiee,85,2,0.0
2417,ValkyrieAsuka,2171,38,1.0
2418,Valscrim,85,3,0.0
2419,VanillahZ,85,4,0.0
2420,Vardant,230,20,0.0
2421,VdeT,189,3,0.0
2422,Veiori,83,1,0.0
2423,VelvetLazlo,85,3,0.0
2424,Ventak,187,3,0.0
2425,Verdon,37,4,0.0
2426,Veteran_Scrub,500,32,0.0
2427,Vevet,28,6,0.0
2428,Vexayng,79,0,0.0
2429,Victor971578,85,0,0.0
2430,VictorBT2000,83,2,0.0
2431,VictorL,85,7,0.0
2432,Vigard,1193,19,0.0
2433,Vikacocoa,168,35,0.0
2434,Vincexplo,85,3,0.0
2435,Vindstot,3950,29,0.0
2436,VineRosy,6277,25,1.0
2437,Vinicius1107,13,0,0.0
2438,Vinier,85,2,0.0
2439,Violetcat,85,5,0.0
2440,Viruzaum,81,4,0.0
2441,Vivy417,149,22,0.0
2442,VnSoul,3015,34,0.0
2443,VocalTK,85,3,0.0
2444,VoezAudite,85,0,0.0
2445,Voltzzz,37,0,0.0
2446,Volund,301,17,0.0
2447,Volvo,85,13,0.0
2448,Volzank,82,1,0.0
2449,Vossa,77,17,0.0
2450,Vukaa,170,5,0.0
2451,Vulcan,85,15,0.0
2452,Vulf,4187,36,1.0
2453,Vulp,158,9,0.0
2454,Vxzzyy,85,18,0.0
2455,WWWWWWWWWWWWendy,84,6,1.0
2456,Waffurukuru,85,16,0.0
2457,WakFuk,273,9,0.0
2458,WalbuntFungis,85,5,0.0
2459,WalrusWiggas9000,10,0,0.0
2460,WanderingPeeps,84,3,0.0
2461,Wapol,156,0,0.0
2462,Warau,85,2,0.0
2463,Warrenn,1369,35,0.0
2464,Wataro,84,2,0.0
2465,Waterbird,170,4,0.0
2466,Wavee,85,8,0.0
2467,WeebGirl,85,0,0.0
2468,WeebOverflow,227,6,0.0
2469,Weebs_In,85,0,0.0
2470,Weiyper,54,3,0.0
2471,Welvvs,85,0,0.0
2472,Wertee,444,8,0.0
2473,Wes2003,76,0,0.0
2474,WesleyNin,482,5,0.0
2475,Whenever,85,2,0.0
2476,WhiteMentos,58,4,0.0
2477,White_Chocolate,77,24,0.0
2478,WhyGuy44,246,1,0.0
2479,WillFrost,85,4,0.0
2480,Willekille3213,85,0,0.0
2481,WitchHat,85,2,0.0
2482,Witch_Parfait,170,8,0.0
2483,WizardGuy,39,0,0.0
2484,Wnstm,6218,10,0.0
2485,Wolfborg,776,12,0.0
2486,Womi,85,6,0.0
2487,Woonoo,1257,49,3.0
2488,WorstAMQPlayer,369,19,0.0
2489,WrednyFok,1105,10,0.0
2490,WuGwai,223,13,0.0
2491,Wuffles,576,19,0.0
2492,Wurzap,85,0,0.0
2493,Wycabar,34,0,0.0
2494,Wylie,382,2,0.0
2495,Wyonick,47,0,0.0
2496,X0Flyy,85,1,0.0
2497,XComplexX,184,0,0.0
2498,XJohnSmithX,33,4,0.0
2499,Xanatrox,578,4,0.0
2500,Xemoth,27,0,0.0
2501,Xenixxowsky,85,10,0.0
2502,Xenojhiiva,84,5,0.0
2503,XerT,32,2,0.0
2504,Xeraliane,30,0,0.0
2505,Xia,6643,25,0.0
2506,Xibena,170,0,0.0
2507,XieYao,2555,42,0.0
2508,Xjan256,70,11,0.0
2509,Xokaw,85,0,0.0
2510,Xtrautismo,165,1,0.0
2511,XxCumLordxX,102,10,0.0
2512,XxROBOTICSxX,50,1,0.0
2513,Xytox,1433,33,0.0
2514,YENAMlNEDANE,85,1,0.0
2515,YGOSIETES_GORUSH,85,1,0.0
2516,YTK_Bowser,56,0,0.0
2517,YYYYYYYYYYYYYYYY,488,64,2.0
2518,Y_X_Z,254,15,0.0
2519,YamiEve,85,9,0.0
2520,YamiK,153,1,0.0
2521,YamiRyusei,166,29,0.0
2522,YamiVanBjork,85,4,0.0
2523,YamiYoussouf,339,13,0.0
2524,Yamscha,79,0,0.0
2525,YanGoata,11,0,0.0
2526,Yanana,2283,18,0.0
2527,Yanshu,84,9,0.0
2528,YaoiEnjoyer,425,27,0.0
2529,Yashaa,170,1,0.0
2530,YatsuYoshi,2608,28,0.0
2531,Yatunk,77,0,0.0
2532,Yeliw,2425,16,0.0
2533,YellowFellow,85,2,0.0
2534,YellowHaro,169,7,0.0
2535,Yioura,85,0,0.0
2536,Yoimiya,161,5,0.0
2537,Yokami,85,1,0.0
2538,Yokipi,932,48,2.0
2539,Yolinha,857,10,0.0
2540,Yolowolf75,152,21,0.0
2541,Yonjiunana,85,1,0.0
2542,Yoooo,1399,7,0.0
2543,Yoouka,162,1,0.0
2544,Yoper,83,0,0.0
2545,Yoppo,230,10,0.0
2546,Yoroizukaa,85,1,0.0
2547,Yoroko,307,6,0.0
2548,YorozuyaNoDanna,3711,20,0.0
2549,Yory,132,2,0.0
2550,YoshiKyon,501,13,0.0
2551,YoshiOpeninger,3437,64,0.0
2552,YoshiStar,85,11,0.0
2553,Yoshimi,337,16,0.0
2554,Yoshistory,245,7,0.0
2555,Yota,85,7,0.0
2556,Yotakun,382,14,0.0
2557,Yotes,8404,15,0.0
2558,YouBestWaifu,6539,24,0.0
2559,YourWaifusIsMine,203,4,0.0
2560,Yuakuma,84,9,0.0
2561,YueyeTW,475,25,1.0
2562,Yukan443,79,0,0.0
2563,YukiHoro,80,5,0.0
2564,YukiPlays,79,4,0.0
2565,Yukino12,85,1,0.0
2566,Yukinya,85,8,0.0
2567,YumeKujo,276,0,0.0
2568,Yumeka,84,7,0.0
2569,Yumekawa_Yui,84,3,0.0
2570,Yuna_0208,61,8,0.0
2571,YungSuba,85,2,0.0
2572,Yuong,54,8,0.0
2573,YuriMeguri,841,60,0.0
2574,Yuri_,83,15,0.0
2575,Yushi4Ever,406,4,0.0
2576,YuuTakasaki,2210,23,0.0
2577,Yuuii,152,6,0.0
2578,YuukiYuki,85,8,0.0
2579,Yuuuuuuuuuu,85,4,0.0
2580,Yuwuzu,163,38,0.0
2581,YuzurihaCrown,85,41,0.0
2582,ZAQ,85,4,0.0
2583,ZEROmemento,85,0,0.0
2584,Zabr,1870,26,0.0
2585,Zaburai,2576,12,0.0
2586,Zacfs,4347,17,0.0
2587,Zaicol,2542,13,0.0
2588,Zanscare,267,4,0.0
2589,Zanttu,85,4,0.0
2590,Zapotec,85,3,0.0
2591,Zavt,4020,40,0.0
2592,Zazarashi,85,2,0.0
2593,ZeGreatWeeb,218,13,0.0
2594,ZeTrenel,61,0,0.0
2595,Zeal_Kido,650,23,0.0
2596,Zedi,215,28,0.0
2597,Zedrikk,1040,18,0.0
2598,ZekkenKev,85,0,0.0
2599,Zeldrak,170,7,0.0
2600,Zelphir15,220,6,0.0
2601,Zemka,323,38,0.0
2602,Zenkuro,81,3,0.0
2603,Zephhi,48,1,0.0
2604,Zerko,732,25,0.0
2605,ZeroDelta_Kuro,1718,5,0.0
2606,ZeroRequiemO,10,0,0.0
2607,Zetter_san,150,2,0.0
2608,Zex_,558,22,0.0
2609,ZhongLanzhu,2528,26,0.0
2610,Zigcack,801,4,0.0
2611,Zildjean,77,1,0.0
2612,Zinlaku,85,1,0.0
2613,Zipang,111,45,0.0
2614,Zippy42,170,16,0.0
2615,Zoecyde,85,13,0.0
2616,Zony11,190,4,0.0
2617,Zozo,35,0,0.0
2618,Zqoip,85,7,0.0
2619,Zrnislav,85,0,0.0
2620,Zuperbia,85,13,0.0
2621,Zurer,3169,50,4.0
2622,Zurex,887,52,1.0
2623,Zurioko,85,6,0.0
2624,Zwebra,2810,22,0.0
2625,Zylda,171,29,0.0
2626,Zymbex,85,1,0.0
2627,ZyxGremory,1234,33,0.0
2628,_JUSTIN_,192,0,0.0
2629,_Luky_,672,18,0.0
2630,_Zokuro_,85,9,0.0
2631,___NyaIsALion___,110,5,0.0
2632,_rev0lil0l,74,10,0.0
2633,_sy,133,4,0.0
2634,aKaMaryCHa,85,3,0.0
2635,abcaiskacang,1187,6,0.0
2636,abcd3,83,4,0.0
2637,acMany,85,8,0.0
2638,accetta,238,9,0.0
2639,acearino,735,3,0.0
2640,acmin100,85,2,0.0
2641,adamkus,602,37,0.0
2642,adjectifs,89,1,0.0
2643,afatpotato,76,1,0.0
2644,afkriceless,255,40,0.0
2645,agnebububu,255,16,0.0
2646,ahba2,85,0,0.0
2647,aikoeta,74,5,0.0
2648,aitsubaki,44,15,0.0
2649,ak74,924,30,0.0
2650,akaatsuki,489,9,0.0
2651,aki2365,11,1,0.0
2652,akiritama,1496,43,0.0
2653,akukin,52,5,0.0
2654,alal47,114,7,0.0
2655,alatkelamin,78,16,0.0
2656,alfee,463,18,0.0
2657,alinemsqts,70,2,0.0
2658,alish1808,279,18,0.0
2659,allanispog,2422,38,0.0
2660,alyrae,383,10,0.0
2661,ambrosiasquares,111,4,0.0
2662,amea,589,7,0.0
2663,amehaneyuki,5901,54,2.0
2664,amertin,2869,35,0.0
2665,anajumoon,11,0,0.0
2666,anaurusai,284,18,0.0
2667,anchovas,153,5,0.0
2668,andr3j,254,4,0.0
2669,andrewfoot,135,2,0.0
2670,andrey1408,85,0,0.0
2671,angeela15,424,4,0.0
2672,angelofeternity,898,38,0.0
2673,animewatcher53,85,21,0.0
2674,anomanderbaked,2078,29,0.0
2675,anonimus_opinion,6784,51,1.0
2676,anstazz,4513,28,0.0
2677,antvf0427,255,2,0.0
2678,appdes,85,8,0.0
2679,apurplenose,3403,22,0.0
2680,aquasprite,22,0,0.0
2681,aquik,133,5,0.0
2682,argetlam,85,0,0.0
2683,arm_arm_arm,979,16,0.0
2684,arpia97,85,6,0.0
2685,arukaimu,30,4,0.0
2686,as20,3999,29,0.0
2687,asdfbecker,2887,29,0.0
2688,asleep,5274,51,3.0
2689,astronomydancer,911,16,0.0
2690,asuku0214,85,1,0.0
2691,athroughz3,170,8,0.0
2692,aubamanyu,66,0,0.0
2693,aueiku,72,2,0.0
2694,aura_mt,241,6,0.0
2695,aurasair,4319,21,0.0
2696,autice001,83,32,0.0
2697,auto4711,85,7,0.0
2698,avayert,85,12,0.0
2699,avocato93,3758,7,0.0
2700,awake,483,61,2.0
2701,axltransform,250,1,0.0
2702,b1ackrockshooter,85,3,0.0
2703,bIank,85,22,0.0
2704,babyseal,85,1,0.0
2705,badatlife,668,32,1.0
2706,bakarasu,799,25,0.0
2707,ballscratch,170,57,0.0
2708,bamboo,5593,49,4.0
2709,bananachoo,765,15,1.0
2710,bananah,85,10,0.0
2711,bananya2,85,0,0.0
2712,bananzers,49,1,0.0
2713,bang463,673,26,0.0
2714,banjoplayer,689,6,0.0
2715,barbarico,226,8,0.0
2716,barta50,81,0,0.0
2717,based,85,6,0.0
2718,battler123,255,1,0.0
2719,battosai,189,2,0.0
2720,bbgamer,177,5,0.0
2721,beam2546,81,4,0.0
2722,beemellowed,33,1,0.0
2723,beesmouth,1257,16,0.0
2724,beli,233,2,0.0
2725,bellayukihime,170,5,0.0
2726,bellum_dominus,85,1,0.0
2727,beltrilp9,85,0,0.0
2728,benbe3215,85,1,0.0
2729,beverly,1647,45,0.0
2730,billedeverre,85,2,0.0
2731,billyratboy,59,2,0.0
2732,black_white_bear,4077,21,0.0
2733,blackwargreymon3,67,8,0.0
2734,blasterthefox,630,5,0.0
2735,blicc,131,8,0.0
2736,blissfulyoshi,19289,28,0.0
2737,blokz,642,21,0.0
2738,bluethree,2859,31,0.0
2739,bm,1300,13,0.0
2740,bobs,3121,33,0.0
2741,bomahdey,85,16,0.0
2742,bonky,186,3,0.0
2743,bonmeo,244,34,0.0
2744,bonobo23,5146,11,0.0
2745,bookofbooks,27,13,0.0
2746,bootlegyaga,758,5,0.0
2747,botanical,59,1,0.0
2748,bowlofmilk,1066,19,0.0
2749,bradleyxd,85,3,0.0
2750,bresito,315,9,0.0
2751,brianwu159,170,7,0.0
2752,bruninits,85,0,0.0
2753,bskyrim22,82,2,0.0
2754,buhebide,749,36,0.0
2755,bungakushoujo123,170,7,0.0
2756,bunnygaming,84,8,0.0
2757,burabe,8529,39,0.0
2758,byaaakuren,243,8,0.0
2759,bzkid93,219,10,0.0
2760,cactusanime22,95,8,0.0
2761,cade,365,5,0.0
2762,cafezinho,1811,36,0.0
2763,caioss,137,5,0.0
2764,caiyune,33,0,0.0
2765,casejd,85,5,0.0
2766,catsarecute600,354,12,0.0
2767,cattleincorridor,505,17,0.0
2768,cenpez,164,0,0.0
2769,cfvyCoco,5287,26,0.0
2770,ch0rizo,166,1,0.0
2771,chaabdu92,4921,41,1.0
2772,chabana112,84,0,0.0
2773,chairm,85,0,0.0
2774,champ8432,141,6,0.0
2775,channina,4414,62,8.0
2776,chara_toxic,70,4,0.0
2777,chibikaidoh,3783,24,0.0
2778,chiisanatamago,1650,36,0.0
2779,chikakito3939,5,0,0.0
2780,chitoiro,68,12,0.0
2781,choco_,48,2,0.0
2782,chouetteonair,1615,22,0.0
2783,chroma69,187,1,0.0
2784,chrono901,3078,15,0.0
2785,chtreman,1602,8,0.0
2786,chun2,510,5,0.0
2787,chungusXD,85,14,0.0
2788,cinapta,230,4,0.0
2789,ckbbg,672,5,0.0
2790,ckptw,171,0,0.0
2791,cobain,85,0,0.0
2792,cobatts,85,10,0.0
2793,cobble,82,0,0.0
2794,codeword,84,6,0.0
2795,coldfrog,3273,29,0.0
2796,comameito,489,4,0.0
2797,comete,118,13,0.0
2798,comfv,1614,38,1.0
2799,comuninja1,85,0,0.0
2800,constellite,85,2,0.0
2801,coolmans,83,9,0.0
2802,copula,647,36,0.0
2803,cornsplosion,60,4,0.0
2804,cottonpickerjoe,61,0,0.0
2805,cottonstraw,137,9,0.0
2806,cracudinhamilk,3231,43,0.0
2807,crazzycatzz,147,9,0.0
2808,creamycream,130,5,0.0
2809,crickkin,126,1,0.0
2810,cricter,59,1,0.0
2811,crisisbliss,14,1,0.0
2812,crzy_,85,0,0.0
2813,cvbnm9527,2400,20,0.0
2814,cyy,255,12,0.0
2815,daekkhii,39,1,0.0
2816,daerienn,84,2,0.0
2817,danielso,198,5,0.0
2818,danilo337,83,8,0.0
2819,dantoh000,1924,13,0.0
2820,danyalyrn,85,1,0.0
2821,dark_shadow_77,209,4,0.0
2822,dashermacp,86,0,0.0
2823,dawisej,170,7,0.0
2824,death_sv,85,4,0.0
2825,decelerate,85,1,0.0
2826,deepnut,5675,30,0.0
2827,deeznuts1,85,5,0.0
2828,dejaino,1235,24,0.0
2829,deji,227,8,0.0
2830,denero,2926,34,0.0
2831,derrkp,499,25,0.0
2832,deth,66,26,0.0
2833,detritus,6035,31,0.0
2834,dido3637,74,0,0.0
2835,diegox,30,5,0.0
2836,dietapple,64,0,0.0
2837,diieego,121,5,0.0
2838,dinner101101,41,0,0.0
2839,djwignall,76,1,0.0
2840,dlsite,85,5,0.0
2841,dmcAxle,85,15,0.0
2842,dmtVS,2161,30,0.0
2843,doger332,85,2,0.0
2844,dogshit2,118,24,0.0
2845,doll23,3425,37,0.0
2846,doomboykhoi,85,0,0.0
2847,doomchicken,5729,44,0.0
2848,doop,84,1,0.0
2849,doopliss,4408,30,0.0
2850,doraemonpoi,1911,24,0.0
2851,doreislab,170,6,0.0
2852,doughnuts69,497,13,0.0
2853,drakfyre13,509,7,0.0
2854,dratiny,6969,28,0.0
2855,druggedfoxjr,111,28,0.0
2856,dsgreat,1048,22,0.0
2857,dunc,165,1,0.0
2858,dynamight,363,8,0.0
2859,dyzoZ,105,1,0.0
2860,e56123,492,31,0.0
2861,eClySe,85,10,0.0
2862,ebarin,76,3,0.0
2863,ebashu_rosiyan,163,2,0.0
2864,ec505,5794,26,0.0
2865,eclairJoss,2521,26,0.0
2866,edpots,4965,12,0.0
2867,eekkung,1554,10,0.0
2868,eepa,85,6,0.0
2869,eheu,154,8,0.0
2870,eieieiei,416,25,0.0
2871,elaina22,1869,48,0.0
2872,elecsat,781,15,0.0
2873,elekCS,75,1,0.0
2874,elijahh,85,0,0.0
2875,elisein,169,11,0.0
2876,elputoyileon,31,0,0.0
2877,em_sii,85,7,0.0
2878,emanresU,152,25,0.0
2879,emiyuu,82,6,0.0
2880,enou,24,2,0.0
2881,ericisdog,886,56,0.0
2882,ericisgay,806,54,0.0
2883,ericispog,885,46,0.0
2884,erjeky123,84,9,0.0
2885,erriaga,85,3,0.0
2886,erzakuran,529,21,0.0
2887,esterin,43,1,0.0
2888,etanol,28,1,0.0
2889,eternity_,2877,48,1.0
2890,eternull,338,9,0.0
2891,eurachan,84,1,0.0
2892,eureka_,230,7,0.0
2893,ev3nvy,85,2,0.0
2894,ever29,420,23,0.0
2895,evolem,243,8,0.0
2896,exmax8,5524,25,0.0
2897,f10cka,81,5,0.0
2898,fafong,340,23,0.0
2899,fallensky,885,18,0.0
2900,fallu,236,15,0.0
2901,fantaex,76,3,0.0
2902,fbchris,85,1,0.0
2903,fefe333cloe,85,8,0.0
2904,festim24,85,15,0.0
2905,fham,59,6,0.0
2906,fiannafenneko,1199,22,0.0
2907,finxst,85,2,0.0
2908,firedragon2225,85,0,0.0
2909,firefoxvulpix,2136,14,0.0
2910,firefractal,85,4,0.0
2911,fishe,85,5,0.0
2912,fleshgolem,10,0,0.0
2913,flowernal,85,0,0.0
2914,fluffydoomcake,165,4,0.0
2915,flushed,72,1,0.0
2916,fnaml,750,15,0.0
2917,fokha,85,52,1.0
2918,foreverblu,85,6,0.0
2919,fossil,80,34,0.0
2920,fref664,85,6,0.0
2921,frncskazu,170,4,0.0
2922,frostpowered,85,2,0.0
2923,frosty3,82,16,0.0
2924,frostyyyzzz,85,0,0.0
2925,frozenosu,41,1,0.0
2926,fwis,48,10,0.0
2927,gaaw,10233,64,17.0
2928,gabrigois,79,21,0.0
2929,gabsdesu,85,7,0.0
2930,gallesa,5527,37,0.0
2931,gandalf1414,2506,12,0.0
2932,gaussian_,468,12,0.0
2933,gay4kata,85,1,0.0
2934,gayLORD6969,85,4,0.0
2935,genpaku,213,12,0.0
2936,ggwpmineas,90,7,0.0
2937,gh0stdan,170,6,0.0
2938,gilgamesher,4380,24,0.0
2939,ginizumi,1303,5,0.0
2940,gleipnir8,379,5,0.0
2941,glucosetwig,128,9,0.0
2942,gma,85,3,0.0
2943,gniflod,326,7,0.0
2944,godgamer_rehoon,1795,12,0.0
2945,gomadara,2961,41,0.0
2946,good_strike,337,31,0.0
2947,goomblor,1060,11,0.0
2948,grayfox157,159,4,0.0
2949,greenlittleapple,85,5,0.0
2950,groota,580,4,0.0
2951,grubynjszxzyckel,282,7,0.0
2952,guMaC,85,5,0.0
2953,guxta,78,0,0.0
2954,gw13,168,14,0.0
2955,haachaman,1286,9,0.0
2956,hackprq27,65,1,0.0
2957,haga1115,83,1,0.0
2958,haisesz,85,45,0.0
2959,hamudi518,30,0,0.0
2960,happydr,155,2,0.0
2961,hardpuzzle,85,0,0.0
2962,haremaru,155,11,0.0
2963,harleyboyy,1544,35,0.0
2964,hatena,3276,8,0.0
2965,heartlaw,327,5,0.0
2966,hellstone,85,0,0.0
2967,heroholo,143,6,0.0
2968,hev,170,1,0.0
2969,hexennwerk,82,2,0.0
2970,hhhana,85,4,0.0
2971,hiimtwin,1818,9,0.0
2972,hikariz01,40,1,0.0
2973,hipsterninja97,279,1,0.0
2974,hitoshiki,513,19,0.0
2975,hk9ian,4109,20,1.0
2976,holo4,57,2,0.0
2977,holosHotUwu_x3,85,2,0.0
2978,homlikemom,85,4,0.0
2979,hovo0909,115,1,0.0
2980,hubcioskubcio,163,5,0.0
2981,hysura,2831,41,5.0
2982,i2eikon,2125,45,0.0
2983,iColdd_,183,19,0.0
2984,iEatLolis,337,12,0.0
2985,iMeePForLife,3764,19,0.0
2986,iQuestGod,1157,44,0.0
2987,iYanime,259,6,0.0
2988,idodrio,164,0,0.0
2989,iiivvi,339,8,0.0
2990,iku8w9ld75,54,5,0.0
2991,ikueimage,1665,31,0.0
2992,illityc,1909,5,0.0
2993,iloveshuuka,84,13,0.0
2994,iloveyou,1329,31,0.0
2995,inake,78,17,0.0
2996,inest,278,12,0.0
2997,infinitycaliber,22,0,0.0
2998,intershit,284,1,0.0
2999,ionn,556,13,0.0
3000,iroroP,3933,42,0.0
3001,isaaa,5843,42,1.0
3002,isais,53,1,0.0
3003,iso900223,2,1,0.0
3004,itgt,225,5,0.0
3005,itu,67,14,0.0
3006,ituri,85,1,0.0
3007,ivanito,67,0,0.0
3008,ivin,2547,27,0.0
3009,ivlivs,157,7,0.0
3010,j1np055ibl3,84,6,0.0
3011,jaccie,163,30,0.0
3012,jackytam,8875,26,0.0
3013,jacobtsurugi,170,13,0.0
3014,jail,588,17,0.0
3015,jaimeywea,85,3,0.0
3016,jamalamadingdong,85,5,0.0
3017,jamielee217,382,21,0.0
3018,jankenpo,5527,37,0.0
3019,jcbc,85,3,0.0
3020,jebac300,411,8,0.0
3021,jeffdang1000,137,6,0.0
3022,jerry86704,98,4,0.0
3023,jesuscristo,82,17,0.0
3024,jimmico,162,9,0.0
3025,jinguzon,670,14,0.0
3026,jiojiojiji,1416,13,0.0
3027,john9987,1773,20,0.0
3028,joljol,425,24,0.0
3029,josemasal,80,6,0.0
3030,joycecross,255,5,0.0
3031,jt2205,174,6,0.0
3032,juhrard,83,7,0.0
3033,juicyburgerboy,2051,13,0.0
3034,juliusc,84,11,0.0
3035,junninbr,6336,33,0.0
3036,junzh99,1064,9,0.0
3037,jurjen909,85,1,0.0
3038,justdan10,161,8,0.0
3039,juul,1090,4,0.0
3040,juvin,67,1,0.0
3041,kaauann,81,0,0.0
3042,kadomatsu,85,0,0.0
3043,kaekyoin,393,5,0.0
3044,kagami38,22,0,0.0
3045,kaghey,9137,48,5.0
3046,kailley,293,3,0.0
3047,kainez,1238,15,1.0
3048,kaistar,162,10,0.0
3049,kaito_kok,31,0,0.0
3050,kakarotio2,363,8,0.0
3051,kakka,430,12,0.0
3052,kami0926,230,7,0.0
3053,kamokuma5,85,2,0.0
3054,kaningku,4732,28,1.0
3055,kanonnakagawa,80,12,0.0
3056,kar72,6807,59,1.0
3057,kariookami,166,3,0.0
3058,karlmayer,384,43,0.0
3059,karstan,18,0,0.0
3060,karta3007905,2904,12,0.0
3061,kataneer,316,17,0.0
3062,kauker,73,0,0.0
3063,kawaiiboixdhdlp,1622,18,0.0
3064,keck0,85,13,0.0
3065,keizatsu,170,6,0.0
3066,keka,85,4,0.0
3067,kelpsoda,972,33,0.0
3068,kelvinlam1234,85,0,0.0
3069,kempanator,2954,34,0.0
3070,kerykeion23,85,2,0.0
3071,kevtie,85,4,0.0
3072,keysha18,1874,10,0.0
3073,ki_mera,479,20,0.0
3074,kiiori_kori,302,5,0.0
3075,killerSVK,24,0,0.0
3076,kilorgi,85,0,0.0
3077,kimihiro,85,0,0.0
3078,kimimarux,2114,19,0.0
3079,kimkim13,68,2,0.0
3080,kimochiwarui,111,14,0.0
3081,kirabc,543,12,0.0
3082,kiri,18,1,0.0
3083,kirkirs,85,0,0.0
3084,kitcody1990,1502,30,0.0
3085,kittibase2002,6489,17,0.0
3086,klaus29,85,1,0.0
3087,klonej,84,0,0.0
3088,klusty,425,27,0.0
3089,kmd,31,7,0.0
3090,kneesocks,85,13,0.0
3091,kneesoxluver,1187,66,1.0
3092,kociu,85,3,0.0
3093,kodyye,47,0,0.0
3094,kokako,68,13,0.0
3095,komaeda,170,21,0.0
3096,konomi,1283,61,0.0
3097,kool4mees,85,0,0.0
3098,koroshiya,1579,32,1.0
3099,koshikoma_pri,130,35,0.0
3100,kotakun,171,16,0.0
3101,koume,764,12,0.0
3102,kraiko,30,8,0.0
3103,kringe,125,2,0.0
3104,krisiks,20,0,0.0
3105,ksadro,487,15,0.0
3106,kubolok,85,5,0.0
3107,kuikui,226,6,0.0
3108,kujiwara,641,16,0.0
3109,kumagawa,85,0,0.0
3110,kumiko1068,85,6,0.0
3111,kunya,109,4,0.0
3112,kunyan,138,14,0.0
3113,kurisuchan,85,1,0.0
3114,kuro0320,878,9,0.0
3115,kurosawarei,85,13,0.0
3116,kurousu,85,3,0.0
3117,kzkymmt,255,7,0.0
3118,la_dora,84,0,0.0
3119,lacross,170,33,0.0
3120,lakssisiht,168,15,0.0
3121,lanaerys,85,6,0.0
3122,landon_xn,243,1,0.0
3123,lantchy,85,3,0.0
3124,lanth,66,0,0.0
3125,laquaces,142,17,0.0
3126,lateyen,94,3,0.0
3127,laudandusjr,23,1,0.0
3128,lavieonmar,441,16,0.0
3129,lawfq,85,2,0.0
3130,lawlaw0219,85,4,0.0
3131,lbkanata,116,3,0.0
3132,lc_dante,85,2,0.0
3133,leekyungwoo,85,0,0.0
3134,legrandort,2747,24,0.0
3135,lekosh,1307,15,0.0
3136,lengend,79,9,0.0
3137,leninist,158,0,0.0
3138,levifangirl,85,1,0.0
3139,levikageyama,85,1,0.0
3140,lewe,85,62,0.0
3141,lfas5,168,25,0.0
3142,lg977,161,8,0.0
3143,likejaxirl,5046,41,1.0
3144,liliiro,620,13,0.0
3145,liltsun,1489,10,0.0
3146,limepacificocean,623,3,0.0
3147,linkviii,4038,32,0.0
3148,litdab,85,1,0.0
3149,littlecheeseman,71,49,0.0
3150,littlesnowball2,337,8,0.0
3151,lliloyd,33,0,0.0
3152,lnamaru,170,4,0.0
3153,loadedboy,60,0,0.0
3154,lobolualua,85,17,0.0
3155,locaporth,6351,25,1.0
3156,lolShinoa,85,7,0.0
3157,loler123903,116,1,0.0
3158,lolipode,85,5,0.0
3159,looksorn789,68,0,0.0
3160,lordbordem,85,1,0.0
3161,loriogoulevent,3922,19,0.0
3162,losalim,424,15,0.0
3163,lotusrunner,29,3,0.0
3164,love_of_levi,85,0,0.0
3165,lovepou12155,58,7,0.0
3166,lubryka,220,36,1.0
3167,lucaszinn,334,9,0.0
3168,lucietoo,9971,54,6.0
3169,ludie,415,13,0.0
3170,luffy577,7,0,0.0
3171,luiscomplu,74,0,0.0
3172,lusaal,690,17,0.0
3173,lyndonjl,635,4,0.0
3174,lyrical,85,8,0.0
3175,lythrum,1981,34,1.0
3176,maa5445,5051,9,0.0
3177,macylion,85,0,0.0
3178,madarapagodeiro,85,1,0.0
3179,mahzrunner,2810,15,0.0
3180,maic,167,8,0.0
3181,malefikus895,510,6,0.0
3182,mangaga2168,170,7,0.0
3183,mankey,84,6,0.0
3184,manliker69,85,10,0.0
3185,mannerpots,2118,26,0.0
3186,maorOwO,65,0,0.0
3187,marcochiu98,3482,28,0.0
3188,maricadiamandis,63,0,0.0
3189,mark_calaway,2204,18,0.0
3190,martin201150,85,0,0.0
3191,martunio,87,0,0.0
3192,maryfox,146,7,0.0
3193,masa6108,4811,16,0.0
3194,matthewpop,396,6,0.0
3195,mauricio,85,10,0.0
3196,maviansn,463,8,0.0
3197,mavisoul,170,9,0.0
3198,mavrux,85,0,0.0
3199,maxed,3644,19,0.0
3200,mayunnaise21,170,11,0.0
3201,mb_roddy,30,0,0.0
3202,mdk,50,15,0.0
